"name","springdist","distprev","elevation","elevationdiff","amenities","links"
" Russell Field Shelter (pic) ","0.1775E3","0.8E0","0.436E4","0.24E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=RussellFi"">Russell Field Shelter</a><a href=""http://www.panoramio.com/photo/2826804"">pic</a>"
" Spence Field Shelter (pic) ","0.1804E3","0.29E1","0.4915E4","0.555E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=SpenceFld"">Spence Field Shelter</a><a href=""http://farm2.static.flickr.com/1418/891994108_1746f2edb6.jpg?v=0"">pic</a>"
" Rocky Top ","0.1816E3","0.12E1","0.544E4","0.525E3"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5030053.jpg"">Rocky Top</a>"
" Thunderhead Mt. ","0.1822E3","0.6E0","0.5527E4","0.87E2"," None ","<a href=""http://www.summitpost.org/mountain/rock/219406/thunderhead.html"">Thunderhead Mt.</a>"
" Beechnut Gap ","0.1825E3","0.3E0","0.492E4","-0.607E3"," W ",""
" Mineral Gap ","0.1832E3","0.7E0","0.503E4","0.11E3"," None ",""
" Sugar Tree Gap ","0.1856E3","0.24E1","0.4435E4","-0.595E3"," None ",""
" Derrick Knob Shelter (pic) ","0.1867E3","0.11E1","0.488E4","0.445E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=DerrickKn"">Derrick Knob Shelter</a><a href=""http://en.wikipedia.org/wiki/File:Derrick-knob-shelter-tnnc1.jpg"">pic</a>"
" Sams Gap ","0.1869E3","0.2E0","0.4995E4","0.115E3"," W ",""
" Buckeye Gap ","0.1895E3","0.26E1","0.4817E4","-0.178E3"," W ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5040068.jpg"">Buckeye Gap</a>"
" Silers Bald Shelter (pic) ","0.1922E3","0.27E1","0.546E4","0.643E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=SilersBal"">Silers Bald Shelter</a><a href=""http://outdoors.webshots.com/photo/1348846826054022617pxGviw"">pic</a>"
" Silers Bald ","0.1924E3","0.2E0","0.5607E4","0.147E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/346261/silers-bald.html"">Silers Bald</a>"
" Double Spring Gap Shelter (pic) ","0.1939E3","0.15E1","0.5505E4","-0.102E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=DoubleSp1"">Double Spring Gap Shelter</a><a href=""http://whiteblaze.net/forum/vbg/files/1/2/6/9/8/IMG_0183.JPG"">pic</a>"
" Clingmans Dome ","0.1964E3","0.25E1","0.6643E4","0.1138E4"," W ","<a href=""http://www.summitpost.org/mountain/rock/150543/clingmans-dome.html"">Clingmans Dome</a>"
" Mt. Love ","0.198E3","0.16E1","0.6446E4","-0.197E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/516159/mount-love.html"">Mt. Love</a>"
" Mt. Collins & Shelter (pic) ","0.2002E3","0.22E1","0.587E4","-0.576E3"," S,W ","<a href=""http://www.summitpost.org/mountain/rock/153766/mount-collins.html"">Mt. Collins</a><a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=MtCollin"">Shelter</a><a href=""http://www.summitpost.org/view_object.php?object_id=118029&amp;context_id=383841"">pic</a>"
" Indian Gap ","0.203E3","0.28E1","0.5286E4","-0.584E3"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5050117.jpg"">Indian Gap</a>"
" Newfound Gap, US 441 ","0.2047E3","0.17E1","0.5045E4","-0.241E3"," W ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5050122.jpg"">Newfound Gap, US 441</a>"
" Boulevard Trail ","0.2074E3","0.27E1","0.5695E4","0.65E3"," None ","<a href=""http://travel.webshots.com/photo/1373866503054022617WQhDNl"">Boulevard Trail</a>"
" Icewater Spring Shelter (pic) ","0.2077E3","0.3E0","0.592E4","0.225E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Icewater"">Icewater Spring Shelter</a><a href=""http://www.summitpost.org/view_object.php?object_id=73662&amp;context_id=383841"">pic</a>"
" Charlies Bunion ","0.2085E3","0.8E0","0.5905E4","-0.15E2"," None ","<a href=""http://www.summitpost.org/mountain/rock/152543/charlies-bunion.html"">Charlies Bunion</a>"
" Porters Gap, The Sawteeth ","0.2105E3","0.2E1","0.5577E4","-0.328E3"," None ","<a href=""http://www.dlia.org/atbi/grsmnp_habitats/photos/full_size/sawtooth_CW640.jpg"">The Sawteeth</a>"
" Bradley’s View ","0.2138E3","0.33E1","0.52E4","-0.377E3"," None ",""
" Peck’s Corner Shelter (pic) ","0.2151E3","0.13E1","0.528E4","0.8E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PecksCorn"">Peck’s Corner Shelter</a><a href=""http://farm3.static.flickr.com/2248/2321483275_6e8698d052.jpg?v=0"">pic</a>"
" Mt. Sequoyah ","0.2178E3","0.27E1","0.6069E4","0.789E3"," None ","<a href=""http://commons.wikimedia.org/wiki/File:Mount-sequoyah-appalachian-trail.jpg"">Mt. Sequoyah</a>"
" Mt. Chapman ","0.2193E3","0.15E1","0.6417E4","0.348E3"," None ","<a href=""http://commons.wikimedia.org/wiki/File:Mount-chapman-north.jpg"">Mt. Chapman</a>"
" Tri-Corner Knob Shelter (pic) ","0.2203E3","0.1E1","0.592E4","-0.497E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Tricorner"">Tri-Corner Knob Shelter</a><a href=""http://commons.wikimedia.org/wiki/File:Tricorner-knob-shelter.jpg"">pic</a>"
" Guyot Spur ","0.2215E3","0.12E1","0.636E4","0.44E3"," None ",""
" Guyot Spring ","0.2221E3","0.6E0","0.615E4","-0.21E3"," W ",""
" Mt. Guyot side trail ","0.2222E3","0.1E0","0.6395E4","0.245E3"," None ","<a href=""http://commons.wikimedia.org/wiki/File:Guyot-summit1.jpg"">Mt. Guyot</a>"
" Snake Den Ridge Trail ","0.2241E3","0.19E1","0.56E4","-0.795E3"," None ","<a href=""http://commons.wikimedia.org/wiki/File:Snake-den-ridge-trail-terminus1.jpg"">Snake Den Ridge Trail</a>"
" Cosby Knob ","0.2275E3","0.34E1","0.515E4","-0.45E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/358475/cosby-ross-and-camel-back-knobs.html"">Cosby Knob</a>"
" Cosby Knob Shelter (pic) ","0.228E3","0.5E0","0.47E4","-0.45E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=CosbyKnob"">Cosby Knob Shelter</a><a href=""http://www.summitpost.org/view_object.php?object_id=357287&amp;context_id=383841"">pic</a>"
" Mt. Cammerer side trail ","0.2308E3","0.28E1","0.5E4","0.3E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153983/mount-cammerer.html"">Mt. Cammerer</a>"
" spring ","0.2313E3","0.5E0","0.43E4","-0.7E3"," W ",""
" spring ","0.2329E3","0.16E1","0.37E4","-0.6E3"," W ",""
" Davenport Gap Shelter (pic) ","0.2351E3","0.22E1","0.26E4","-0.11E4"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Davenport"">Davenport Gap Shelter</a><a href=""http://picasaweb.google.com/lh/photo/OgDEnJezxbDpSVUgIAlDPA"">pic</a>"
" Davenport Gap, GSMNP east boundary ","0.236E3","0.9E0","0.1975E4","-0.625E3"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5100051.jpg"">Davenport Gap</a>"
" State Line Branch ","0.2373E3","0.13E1","0.16E4","-0.375E3"," C,W ",""
" Pigeon River ","0.2375E3","0.2E0","0.14E4","-0.2E3"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5100058.jpg"">Pigeon River</a>"
" I-40 ","0.2379E3","0.4E0","0.15E4","0.1E3"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5100064.jpg"">I-40</a>"
" Green Corner Rd. ","0.2384E3","0.5E0","0.18E4","0.3E3"," L,G,Cl,Sh ",""
" Painter Branch ","0.2407E3","0.23E1","0.31E4","0.13E4"," C,W ",""
" Spanish Oak Gap ","0.2416E3","0.9E0","0.373E4","0.63E3"," None ",""
" Snowbird Mt. ","0.2431E3","0.15E1","0.4263E4","0.533E3"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5120078.jpg"">Snowbird Mt.</a>"
" campsite ","0.2436E3","0.5E0","0.41E4","-0.163E3"," C,W ",""
" Groundhog Creek Shelter (pic) ","0.2456E3","0.2E1","0.285E4","-0.125E4"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Groundhog"">Groundhog Creek Shelter</a><a href=""http://farm4.static.flickr.com/3159/2535205220_78c016079b.jpg?v=0"">pic</a>"
" Brown Gap ","0.2485E3","0.29E1","0.35E4","0.65E3"," C,W ","<a href=""http://www.flickr.com/photos/7683177@N03/1456787714"">Brown Gap</a>"
" Max Patch Rd, NC 1182 ","0.2512E3","0.27E1","0.438E4","0.88E3"," None ",""
" Max Patch Mt. ","0.252E3","0.8E0","0.4629E4","0.249E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/155063/max-patch.html"">Max Patch Mt.</a>"
" Roaring Fork Shelter (pic) ","0.2538E3","0.18E1","0.395E4","-0.679E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=RoaringFo"">Roaring Fork Shelter</a><a href=""http://spiddington.com/at2004/smallphotos/dscn0276.jpg"">pic</a>"
" Lemon Gap, NC 1182/TN 107 ","0.2574E3","0.36E1","0.355E4","-0.4E3"," None ","<a href=""http://commons.wikimedia.org/wiki/File:Lemon-gap-appalachian-trail-tnnc1.jpg"">Lemon Gap, NC 1182/TN 107</a>"
" Walnut Mt. Shelter (pic) ","0.2587E3","0.13E1","0.426E4","0.71E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=WalnutMtn"">Walnut Mt. Shelter</a><a href=""http://picasaweb.google.com/lh/photo/YXlqHHDCRvICGGGzvwdv-w"">pic</a>"
" Bluff Mt. ","0.2611E3","0.24E1","0.4686E4","0.426E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/646783/bluff-mountain-madison-county-nc.html"">Bluff Mt.</a>"
" Big Rock Spring ","0.2627E3","0.16E1","0.373E4","-0.956E3"," W ",""
" Garenflo Gap ","0.2652E3","0.25E1","0.25E4","-0.123E4"," None ",""
" Deer Park Mt. Shelter (pic) ","0.2686E3","0.34E1","0.233E4","-0.17E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=DeerPark"">Deer Park Mt. Shelter</a><a href=""http://farm3.static.flickr.com/2025/2535207336_1c490ea139.jpg?v=0"">pic</a>"
" Hot Springs, US 25/70 ","0.2718E3","0.32E1","0.1326E4","-0.1004E4"," L,C,R,G,O,Cl,Sh ","<a href=""http://picasaweb.google.com/SNPhikerAT/20090524#5345532156628719442"">Hot Springs, US 25/70</a>"
" Lovers Leap Rock ","0.2732E3","0.14E1","0.182E4","0.494E3"," None ","<a href=""http://www.learnnc.org/lp/media/uploads/2008/03/madisoncofbhotsprings.jpg"">Lovers Leap Rock</a>"
" Pump Gap ","0.2751E3","0.19E1","0.213E4","0.31E3"," None ","<a href=""http://www.panoramio.com/photo/11182407"">Pump Gap</a>"
" campsite ","0.2767E3","0.16E1","0.249E4","0.36E3"," C,W ",""
" Tanyard Gap, US 25/70 ","0.2777E3","0.1E1","0.227E4","-0.22E3"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5190043.jpg"">Tanyard Gap, US 25/70</a>"
" Rich Mt. Fire Tower side trail ","0.28E3","0.23E1","0.36E4","0.133E4"," C,W ","<a href=""http://www.summitpost.org/mountain/rock/506107/rich-mountain.html"">Rich Mt.</a>"
" Hurricane Gap ","0.2811E3","0.11E1","0.29E4","-0.7E3"," None ",""
" Spring Mt. Shelter (pic) ","0.2828E3","0.17E1","0.33E4","0.4E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=SpringMtn"">Spring Mt. Shelter</a><a href=""http://outdoors.webshots.com/photo/1368526607063359992hAnBtw"">pic</a>"
" spring ","0.2843E3","0.15E1","0.319E4","-0.11E3"," W ",""
" Allen Gap, NC 208/TN 70 ","0.2865E3","0.22E1","0.2234E4","-0.956E3"," W ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5200055.jpg"">Allen Gap, NC 208/TN 70</a>"
" Log Cabin Dr. ","0.2881E3","0.16E1","0.256E4","0.326E3"," L*,C*,G*,Sh* ",""
" Little Laurel Shelter (pic) ","0.2914E3","0.33E1","0.362E4","0.106E4"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=LittleLrl"">Little Laurel Shelter</a><a href=""http://outdoors.webshots.com/photo/1368526607063359992hAnBtw"">pic</a>"
" Camp Creek Bald side trail ","0.2927E3","0.13E1","0.475E4","0.113E4"," None ","<a href=""http://picasaweb.google.com/SNPhikerAT/20090520#5345519046888620578"">Camp Creek Bald</a>"
" spring ","0.2944E3","0.17E1","0.439E4","-0.36E3"," W ",""
" Blackstack Cliffs ","0.2947E3","0.3E0","0.442E4","0.3E2"," None ","<a href=""http://picasaweb.google.com/lh/photo/tK_SRu9yUd6AYFnW4m5RFg"">Blackstack Cliffs</a>"
" Big Firescald Knob ","0.2957E3","0.1E1","0.436E4","-0.6E2"," W ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5210079.jpg"">Big Firescald Knob</a>"
" Jerry Cabin Shelter (pic) ","0.2982E3","0.25E1","0.415E4","-0.21E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=JerryCabi"">Jerry Cabin Shelter</a><a href=""http://www.johnnymolloy.com/Jerry%20Cabin%20Shelter.jpg"">pic</a>"
" Big Butt ","0.3001E3","0.19E1","0.475E4","0.6E3"," C ","<a href=""http://picasaweb.google.com/SNPhikerAT/20090521#5345526609471961986"">Big Butt</a>"
" spring ","0.3014E3","0.13E1","0.448E4","-0.27E3"," W ",""
" Shelton Graves ","0.3017E3","0.3E0","0.449E4","0.1E2"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5220091.jpg"">Shelton Graves</a>"
" Flint Mt. Shelter (pic) ","0.3041E3","0.24E1","0.357E4","-0.92E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=FlintMtn"">Flint Mt. Shelter</a><a href=""http://picasaweb.google.com/lh/photo/tsY9dbQ3pE855IYHJcObSA"">pic</a>"
" campsite ","0.305E3","0.9E0","0.34E4","-0.17E3"," C,W ",""
" Devil Fork Gap, NC 212 ","0.3068E3","0.18E1","0.31E4","-0.3E3"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5220098.jpg"">Devil Fork Gap, NC 212</a>"
" Rector Laurel Rd. ","0.3073E3","0.5E0","0.296E4","-0.14E3"," None ",""
" Frozen Knob ","0.3101E3","0.28E1","0.4579E4","0.1619E4"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5220104.jpg"">Frozen Knob</a>"
" Big Flat ","0.3107E3","0.6E0","0.416E4","-0.419E3"," C,W ",""
" Rice Gap ","0.3117E3","0.1E1","0.38E4","-0.36E3"," None ","<a href=""http://www.panoramio.com/photo/16552806"">Rice Gap</a>"
" Hogback Ridge Shelter (pic) ","0.3129E3","0.12E1","0.4255E4","0.455E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=HogbackR"">Hogback Ridge Shelter</a><a href=""http://www.panoramio.com/photo/16552734"">pic</a>"
" High Rock ","0.3135E3","0.6E0","0.446E4","0.205E3"," None ",""
" > Sams Gap, I-26 ","0.3153E3","0.18E1","0.385E4","-0.61E3"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5230107.jpg"">Sams Gap, I-26</a>"
" springs ","0.316E3","0.7E0","0.4E4","0.15E3"," W ",""
" Street Gap ","0.3177E3","0.17E1","0.41E4","0.1E3"," None ","<a href=""http://picasaweb.google.com/SNPhikerAT/20090518#5345512982567561410"">Street Gap</a>"
" Low Gap ","0.319E3","0.13E1","0.43E4","0.2E3"," C,W ",""
" spring ","0.321E3","0.2E1","0.485E4","0.55E3"," W ",""
" Big Bald ","0.3218E3","0.8E0","0.5516E4","0.666E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/216605/big-bald.html"">Big Bald</a>"
" Big Stamp ","0.3221E3","0.3E0","0.53E4","-0.216E3"," C,W ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5230128.jpg"">Big Stamp</a>"
" Bald Mt. Shelter (pic) ","0.323E3","0.9E0","0.51E4","-0.2E3"," None ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=BaldMtn"">Bald Mt. Shelter</a><a href=""http://commons.wikimedia.org/wiki/File:Bald-mountain-shelter-tnnc1.jpg"">pic</a>"
" campsite ","0.3234E3","0.4E0","0.489E4","-0.21E3"," C,W ",""
" Little Bald ","0.3244E3","0.1E1","0.522E4","0.33E3"," None ","<a href=""http://picasaweb.google.com/SNPhikerAT/20090518#5345513103610180034"">Little Bald</a>"
" Whistling Gap ","0.3264E3","0.2E1","0.365E4","-0.157E4"," C,W ",""
" High Rocks side trail ","0.3267E3","0.3E0","0.41E4","0.45E3"," None ","<a href=""http://picasaweb.google.com/SNPhikerAT/20090518#5345513123041381954"">High Rocks</a>"
" campsite ","0.3282E3","0.15E1","0.349E4","-0.61E3"," C,W ",""
" Spivey Gap, US 19W ","0.3287E3","0.5E0","0.32E4","-0.29E3"," None ","<a href=""http://picasaweb.google.com/lh/photo/l-IKmyfDp1RnA4lsm8WBlQ"">Spivey Gap, US 19W</a>"
" Oglesby Branch ","0.3293E3","0.6E0","0.38E4","0.6E3"," W ","<a href=""http://picasaweb.google.com/SNPhikerAT/20090517#5345511714138805458"">Oglesby Branch</a>"
" spring ","0.3334E3","0.41E1","0.33E4","-0.5E3"," W ",""
" No Business Knob Shelter (pic) ","0.3336E3","0.2E0","0.318E4","-0.12E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=NoBusines"">No Business Knob Shelter</a><a href=""http://picasaweb.google.com/lh/photo/LTon9Ynf1aqjdDz6qgthZw"">pic</a>"
" Temple Hill Gap ","0.336E3","0.24E1","0.285E4","-0.33E3"," None ",""
" Nolichucky River ","0.3399E3","0.39E1","0.17E4","-0.115E4"," None ","<a href=""http://www.ioerror.us/wordpress/wp-content/uploads/2008/05/p5240139.jpg"">Nolichucky River</a>"
" Curley Maple Gap Shelter (pic) ","0.3441E3","0.42E1","0.307E4","0.137E4"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=CurleyMap"">Curley Maple Gap Shelter</a><a href=""http://www.trailplace.com/photopost/showphoto.php?photo=1012&amp;date=1251039292"">pic</a>"
" Indian Grave Gap, TN 395/NC 197 ","0.3482E3","0.41E1","0.335E4","0.28E3"," None ","<a href=""http://picasaweb.google.com/SNPhikerAT/20080524#5212242989561716786"">Indian Grave Gap, TN 395/NC 197</a>"
" USFS 230 ","0.3493E3","0.11E1","0.398E4","0.63E3"," None ",""
" Beauty Spot ","0.3505E3","0.12E1","0.4437E4","0.457E3"," None ","<a href=""http://picasaweb.google.com/SNPhikerAT/20080524#5212242606189578434"">Beauty Spot</a>"
" Beauty Spot Gap ","0.351E3","0.5E0","0.412E4","-0.317E3"," C,W ","<a href=""http://outdoors.webshots.com/photo/1369491456058154835EgFgcI"">Beauty Spot Gap</a>"
" Deep Gap ","0.352E3","0.1E1","0.41E4","-0.2E2"," C,W ","<a href=""http://picasaweb.google.com/SNPhikerAT/20080524#5212242243075804290"">Deep Gap</a>"
" USFS 230 ","0.3526E3","0.6E0","0.466E4","0.56E3"," None ",""
" Unaka Mt. ","0.3536E3","0.1E1","0.518E4","0.52E3"," None ","<a href=""http://picasaweb.google.com/SNPhikerAT/20080524#5212241851327188738"">Unaka Mt.</a>"
" spring ","0.3539E3","0.3E0","0.475E4","-0.43E3"," W ",""
" Low Gap ","0.3548E3","0.9E0","0.39E4","-0.85E3"," W ",""
" Cherry Gap Shelter (pic) ","0.3568E3","0.2E1","0.39E4","0.0"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=CherryGap"">Cherry Gap Shelter</a><a href=""http://picasaweb.google.com/lh/photo/EvdIHrAuXqPwp6pVB9zoug"">pic</a>"
" Iron Mt. Gap, TN 107/NC 226 ","0.36E3","0.32E1","0.213E4","-0.177E4"," None ","<a href=""http://picasaweb.google.com/thetehcc/ATIronMountainGapTNNCToCarversGapTNNC#5257434649596185426"">Iron Mt. Gap, TN 107/NC 226</a>"
" campsite ","0.3613E3","0.13E1","0.395E4","0.182E4"," C,W ",""
" Greasy Creek Gap ","0.3642E3","0.29E1","0.4034E4","0.84E2"," W,L*,C*,G*,R*,Sh* ","<a href=""http://outdoors.webshots.com/photo/1368798752063359992xeogFg"">Greasy Creek Gap</a>"
" campsite ","0.365E3","0.8E0","0.411E4","0.76E2"," C,W ",""
" Clyde Smith Shelter (pic) ","0.3661E3","0.11E1","0.44E4","0.29E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=ClydeSmit"">Clyde Smith Shelter</a><a href=""http://farm1.static.flickr.com/79/217117785_aebce7c99c.jpg?v=0"">pic</a>"
" Little Rock Knob ","0.367E3","0.9E0","0.4918E4","0.518E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/212630/little-rock-knob.html"">Little Rock Knob</a>"
" Hughes Gap ","0.3692E3","0.22E1","0.404E4","-0.878E3"," None ","<a href=""http://www.hikingbill.com/2009_logs/2009-06-07/20090509_29.JPG"">Hughes Gap</a>"
" Ash Gap ","0.371E3","0.18E1","0.535E4","0.131E4"," C,W ","<a href=""http://www.hikingbill.com/2009_logs/2009-06-07/20090509_26.JPG"">Ash Gap</a>"
" Roan High Bluff Trail ","0.3718E3","0.8E0","0.62E4","0.85E3"," W ","<a href=""http://www.summitpost.org/mountain/rock/154372/roan-high-bluff.html"">Roan High Bluff</a>"
" Roan High Knob & Shelter (pic) ","0.3725E3","0.7E0","0.6275E4","0.75E2"," S,W ","<a href=""http://www.summitpost.org/mountain/rock/154373/roan-high-knob.html"">Roan High Knob</a><a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=RoanHigh"">Shelter</a><a href=""http://en.wikipedia.org/wiki/File:Roanshelter1.jpg"">pic</a>"
" Carvers Gap, TN143/NC 261 ","0.374E3","0.15E1","0.5512E4","-0.763E3"," W ","<a href=""http://www.summitpost.org/image/222025/218638/carvers-gap-pano.html"">Carvers Gap</a>"
" Grassy Ridge Bald side trail ","0.3759E3","0.19E1","0.577E4","0.258E3"," C*,W* ","<a href=""http://www.summitpost.org/mountain/rock/154356/grassy-ridge-bald.html"">Grassy Ridge Bald</a>"
" Stan Murray Shelter (pic) ","0.3773E3","0.14E1","0.505E4","-0.72E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=StanMurra"">Stan Murray Shelter</a><a href=""http://picasaweb.google.com/lh/photo/edbh5XPoSzt0EdmYJltnSw"">pic</a>"
" Yellow Mt. Gap, Overmountain Shelter (pic) ","0.379E3","0.17E1","0.455E4","-0.5E3"," S,W ","<a href=""http://www.panoramio.com/photo/4474215"">Yellow Mt. Gap</a><a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Overmounta"">Overmountain Shelter</a><a href=""http://www.summitpost.org/view_object.php?object_id=385864&amp;context_id=383841"">pic</a>"
" Little Hump Mt. ","0.3806E3","0.16E1","0.5459E4","0.909E3"," None ","<a href=""http://picasaweb.google.com/thetehcc/ATCarversGapTNNCToUS19EElkParkNC#5214188114110560946"">Little Hump Mt.</a>"
" Bradley Gap ","0.3819E3","0.13E1","0.495E4","-0.509E3"," C,W ","<a href=""http://picasaweb.google.com/thetehcc/ATCarversGapTNNCToUS19EElkParkNC#5214188167993416914"">Bradley Gap</a>"
" Hump Mt. ","0.3828E3","0.9E0","0.5587E4","0.637E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/217555/hump-mountain.html"">Hump Mt.</a>"
" Doll Flats, TN-NC State Line ","0.3852E3","0.24E1","0.46E4","-0.987E3"," C,W ","<a href=""http://hikingbill.com/2008_logs/2008-12-28/20081228_57.JPG"">Doll Flats</a>"
" spring ","0.3876E3","0.24E1","0.306E4","-0.154E4"," W ",""
" Apple House Shelter (pic) ","0.3877E3","0.1E0","0.3E4","-0.6E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=AppleHous"">Apple House Shelter</a><a href=""http://outdoors.webshots.com/photo/1476736681047269387rCCrZw"">pic</a>"
" US 19E, Elk Park, NC ","0.3882E3","0.5E0","0.2895E4","-0.105E3"," L,C,R,Sh ",""
" Bear Branch Rd. ","0.3884E3","0.2E0","0.29E4","0.5E1"," None ",""
" Buck Mt. Rd. ","0.3915E3","0.31E1","0.334E4","0.44E3"," None ",""
" Campbell Hollow Rd. ","0.3918E3","0.3E0","0.333E4","-0.1E2"," None ",""
" campsite ","0.3946E3","0.28E1","0.359E4","0.26E3"," C,W ",""
" campsite ","0.3968E3","0.22E1","0.0","-0.359E4"," C,W ",""
" Mountaineer Shelter (pic) ","0.397E3","0.2E0","0.347E4","0.347E4"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Mountainee"">Mountaineer Shelter</a><a href=""http://www.auontheat.com/wp-content/uploads/2008/04/mountaineer-shelter-with-our-friend-alex-rat-sandwich.jpg"">pic</a>"
