"name","springdist","distprev","elevation","elevationdiff","amenities"
" Kinsman Notch, NH 112 ","0.17893E4","0.15E1","0.187E4","-0.188E4"," W "
" Mt. Wolf (East Peak) ","0.17939E4","0.46E1","0.3478E4","0.1608E4"," None "
" Eliza Brook Shelter ","0.17968E4","0.29E1","0.24E4","-0.1078E4"," S,C,W "
" South Kinsman Mt. ","0.17993E4","0.25E1","0.4358E4","0.1958E4"," None "
" North Kinsman Mt. ","0.18002E4","0.9E0","0.4293E4","-0.65E2"," None "
" Kinsman Pond Shelter ","0.18008E4","0.6E0","0.375E4","-0.543E3"," S,C,W "
" Lonesome Lake Hut ","0.18027E4","0.19E1","0.276E4","-0.99E3"," L,R,W "
" Franconia Notch, I-93 ","0.18056E4","0.29E1","0.145E4","-0.131E4"," R*,Sh* "
" Liberty Springs Tentsite ","0.18082E4","0.26E1","0.387E4","0.242E4"," C,W "
" Little Haystack Mt. ","0.18103E4","0.21E1","0.48E4","0.93E3"," None "
" Mt. Lincoln ","0.1811E4","0.7E0","0.5089E4","0.289E3"," None "
" Mt. Lafayette ","0.1812E4","0.1E1","0.526E4","0.171E3"," W,L*,R* "
" Garfield Pond ","0.18148E4","0.28E1","0.386E4","-0.14E4"," None "
" Mt. Garfield ","0.18155E4","0.7E0","0.45E4","0.64E3"," None "
" Garfield Ridge Shelter (pic) ","0.18159E4","0.4E0","0.39E4","-0.6E3"," S,C,W "
" Galehead Hut ","0.18186E4","0.27E1","0.38E4","-0.1E3"," L,R,W "
" South Twin Mt. ","0.18194E4","0.8E0","0.4902E4","0.1102E4"," None "
" Mt. Guyot ","0.18214E4","0.2E1","0.458E4","-0.322E3"," S*,C*,W* "
" Zeacliff ","0.18244E4","0.3E1","0.4084E4","-0.496E3"," None "
" Zealand Falls Hut ","0.18256E4","0.12E1","0.263E4","-0.1454E4"," L,R,W "
" Ethan Pond Shelter ","0.18304E4","0.48E1","0.286E4","0.23E3"," S,C,W "
" Crawford Notch, US 311 ","0.18333E4","0.29E1","0.1277E4","-0.1583E4"," C*,R*,Cl*,Sh* "
" Saco River ","0.18334E4","0.1E0","0.1277E4","0.0"," W "
" Webster Cliffs ","0.18352E4","0.18E1","0.335E4","0.2073E4"," None "
" Mt. Webster ","0.18366E4","0.14E1","0.391E4","0.56E3"," None "
" Mt. Jackson ","0.1838E4","0.14E1","0.4052E4","0.142E3"," None "
" Mizpah Spring Hut ","0.18397E4","0.17E1","0.38E4","-0.252E3"," C,L,R,W "
" Mt. Pierce (Mt. Clinton) ","0.18405E4","0.8E0","0.4312E4","0.512E3"," None "
" spring ","0.18414E4","0.9E0","0.435E4","0.38E2"," W "
" spring ","0.18427E4","0.13E1","0.448E4","0.13E3"," W "
" Mt. Franklin ","0.18433E4","0.6E0","0.5004E4","0.524E3"," None "
" Lakes of the Clouds Hut ","0.18444E4","0.11E1","0.5012E4","0.8E1"," L,R,W "
" Mt. Washington ","0.18458E4","0.14E1","0.6288E4","0.1276E4"," R,W,S* "
" Edmands Col ","0.18493E4","0.35E1","0.4938E4","-0.135E4"," W "
" Israel Ridge Path to The Perch Shelter ","0.185E4","0.7E0","0.4313E4","-0.625E3"," S*,C*,W* "
" Thunderstorm Jct. ","0.18506E4","0.6E0","0.55E4","0.1187E4"," S*,C*,W* "
" Madison Spring Hut ","0.18515E4","0.9E0","0.48E4","-0.7E3"," L,R,W "
" Mt. Madison ","0.1852E4","0.5E0","0.5366E4","0.566E3"," None "
" Osgood Tentsite ","0.18545E4","0.25E1","0.254E4","-0.2826E4"," C,W "
" West Branch, Peabody River ","0.18553E4","0.8E0","0.23E4","-0.24E3"," W "
" Lowe’s Bald Spot ","0.18572E4","0.19E1","0.286E4","0.56E3"," None "
" Pinkham Notch Visitors Center ","0.18593E4","0.21E1","0.205E4","-0.81E3"," L,R,G,Sh "
" Wildcat Mt, Peak D ","0.18623E4","0.3E1","0.399E4","0.194E4"," None "
" Wildcat Mt, Peak A ","0.18643E4","0.2E1","0.4422E4","0.432E3"," None "
" Carter Notch Hut ","0.18652E4","0.9E0","0.335E4","-0.1072E4"," L,W "
" spring ","0.18659E4","0.7E0","0.47E4","0.135E4"," W "
" Carter Dome ","0.18664E4","0.5E0","0.4832E4","0.132E3"," None "
" Zeta Pass ","0.18678E4","0.14E1","0.389E4","-0.942E3"," W "
" South Carter Mt. ","0.18686E4","0.8E0","0.4458E4","0.568E3"," None "
" Middle Carter Mt. ","0.18699E4","0.13E1","0.461E4","0.152E3"," None "
" North Carter Mt. ","0.18705E4","0.6E0","0.4539E4","-0.71E2"," None "
" Imp Shelter ","0.18724E4","0.19E1","0.325E4","-0.1289E4"," S,C,W "
" Mt. Moriah ","0.18745E4","0.21E1","0.4049E4","0.799E3"," None "
" Rattle River Shelter ","0.18785E4","0.4E1","0.126E4","-0.2789E4"," S,W "
" US 2, Gorham ","0.18804E4","0.19E1","0.78E3","-0.48E3"," W,L*,C*,R*,Cl*,Sh* "
" Androscoggin River ","0.18805E4","0.1E0","0.75E3","-0.3E2"," W "
" Hogan Rd. ","0.18809E4","0.4E0","0.76E3","0.1E2"," None "
" brook ","0.18819E4","0.1E1","0.135E4","0.59E3"," W "
" Mt. Hayes, Mahoosuc Trail ","0.1884E4","0.21E1","0.2555E4","0.1205E4"," None "
" Cascade Mt. ","0.18862E4","0.22E1","0.2631E4","0.76E2"," None "
" Trident Col Tentsite ","0.18873E4","0.11E1","0.202E4","-0.611E3"," C,W "
" Dream Lake ","0.189E4","0.27E1","0.26E4","0.58E3"," W "
" Moss Pond ","0.18915E4","0.15E1","0.263E4","0.3E2"," W "
" Gentian Pond Shelter (pic) ","0.18922E4","0.7E0","0.2166E4","-0.464E3"," S,C,W "
" Mt. Success ","0.1895E4","0.28E1","0.3565E4","0.1399E4"," None "
" NH-ME State Line ","0.18969E4","0.19E1","0.2972E4","-0.593E3"," None "
" Carlo Col Shelter (pic) ","0.18973E4","0.4E0","0.2945E4","-0.27E2"," S,C,W "
" Mt. Carlo ","0.18977E4","0.4E0","0.3565E4","0.62E3"," None "
" Goose Eye Mt. (East Peak) ","0.18995E4","0.18E1","0.379E4","0.225E3"," None "
" Goose Eye Mt. (North Peak) ","0.19007E4","0.12E1","0.3675E4","-0.115E3"," None "
" Full Goose Shelter (pic) ","0.19017E4","0.1E1","0.303E4","-0.645E3"," S,C,W "
" Fulling Mill Mt. ","0.19022E4","0.5E0","0.3395E4","0.365E3"," None "
" Mahoosuc Notch (west end) ","0.19032E4","0.1E1","0.24E4","-0.995E3"," W "
" Mahoosuc Notch (east end) ","0.19043E4","0.11E1","0.215E4","-0.25E3"," W "
" Mahoosuc Arm ","0.19059E4","0.16E1","0.377E4","0.162E4"," None "
" Speck Pond Shelter (pic) ","0.19068E4","0.9E0","0.35E4","-0.27E3"," S,C,W "
" Old Speck Trail ","0.19079E4","0.11E1","0.3985E4","0.485E3"," None "
" brook ","0.19103E4","0.24E1","0.25E4","-0.1485E4"," W "
" Grafton Notch, ME 26 ","0.19114E4","0.11E1","0.1495E4","-0.1005E4"," None "
" Baldpate Lean-to (pic) ","0.19137E4","0.23E1","0.2645E4","0.115E4"," S,W "
" Baldpate Mt. (West Peak) ","0.19145E4","0.8E0","0.3662E4","0.1017E4"," None "
" Baldpate Mt. (East Peak) ","0.19154E4","0.9E0","0.381E4","0.148E3"," None "
" Frye Notch Lean-to (pic) ","0.19172E4","0.18E1","0.228E4","-0.153E4"," S,W "
" Dunn Notch & Falls ","0.19209E4","0.37E1","0.135E4","-0.93E3"," W "
" East B Hill Rd. ","0.19217E4","0.8E0","0.15E4","0.15E3"," None "
" Surplus Pond ","0.19235E4","0.18E1","0.205E4","0.55E3"," W "
" Wyman Mt. ","0.19264E4","0.29E1","0.292E4","0.87E3"," None "
" Hall Mt. Lean-to (pic) ","0.19277E4","0.13E1","0.2635E4","-0.285E3"," S,W "
" Sawyer Notch (ford) ","0.19291E4","0.14E1","0.1095E4","-0.154E4"," W "
" Moody Mt. ","0.193E4","0.9E0","0.244E4","0.1345E4"," None "
" Black Brook (ford) ","0.19318E4","0.18E1","0.141E4","-0.103E4"," W "
" Old Blue Mt. ","0.19346E4","0.28E1","0.36E4","0.219E4"," None "
" Bemis Stream Trail ","0.19378E4","0.32E1","0.335E4","-0.25E3"," None "
" Bemis Range (West Peak) ","0.19388E4","0.1E1","0.358E4","0.23E3"," None "
" Bemis Mt. Lean-to (pic) ","0.19405E4","0.17E1","0.279E4","-0.79E3"," S,W "
" Bemis Stream (ford) ","0.19443E4","0.38E1","0.1495E4","-0.1295E4"," W "
" ME 17","0.19451E4","0.8E0","0.22E4","0.705E3"," None "
" Moxie Pond ","0.19467E4","0.16E1","0.24E4","0.2E3"," W "
" Long Pond ","0.19485E4","0.18E1","0.233E4","-0.7E2"," W "
" Sabbath Day Pond Lean-to (pic) ","0.19488E4","0.3E0","0.239E4","0.6E2"," S,W "
" Little Swift River Pond ","0.19534E4","0.46E1","0.246E4","0.7E2"," C,W "
" South Pond ","0.19561E4","0.27E1","0.2174E4","-0.286E3"," W "
" ME 4 ","0.19582E4","0.21E1","0.17E4","-0.474E3"," None "
" Sandy River ","0.19583E4","0.1E0","0.1595E4","-0.105E3"," None "
" Piazza Rock Lean-to (pic) ","0.196E4","0.17E1","0.208E4","0.485E3"," S,C,W "
" Eddy Pond ","0.19619E4","0.19E1","0.2616E4","0.536E3"," W "
" Saddleback Mt. ","0.19639E4","0.2E1","0.412E4","0.1504E4"," None "
" The Horn ","0.19655E4","0.16E1","0.404E4","-0.8E2"," None "
" Redington Stream Campsite ","0.19666E4","0.11E1","0.0","-0.404E4"," C,W "
" Saddleback Junior ","0.19675E4","0.9E0","0.3655E4","0.3655E4"," None "
" stream ","0.19679E4","0.4E0","0.32E4","-0.455E3"," W "
" Poplar Ridge Lean-to (pic) ","0.19689E4","0.1E1","0.292E4","-0.28E3"," S,W "
" Orbeton Stream (ford) ","0.19716E4","0.27E1","0.155E4","-0.137E4"," W "
" Lone Mt. ","0.19747E4","0.31E1","0.379E4","0.224E4"," None "
" Mt. Abraham Trail ","0.19758E4","0.11E1","0.3184E4","-0.606E3"," None "
" Spaulding Mt. Lean-to (pic) ","0.19769E4","0.11E1","0.314E4","-0.44E2"," S,W "
" Spaulding Mt. ","0.19777E4","0.8E0","0.4E4","0.86E3"," None "
" Sugarloaf Mt. Trail ","0.19798E4","0.21E1","0.354E4","-0.46E3"," W "
" South Branch Carrabassett River ","0.1982E4","0.22E1","0.21E4","-0.144E4"," W "
" Caribou Valley Rd. ","0.19821E4","0.1E0","0.222E4","0.12E3"," None "
" Crocker Cirque ","0.19831E4","0.1E1","0.271E4","0.49E3"," C,W "
" South Crocker Mt. ","0.19842E4","0.11E1","0.404E4","0.133E4"," None "
" North Crocker Mt./a> ","0.19852E4","0.1E1","0.4228E4","0.188E3"," None "
" ME 27 ","0.19904E4","0.52E1","0.145E4","-0.2778E4"," G "
" Stratton Brook Pond Rd. ","0.19912E4","0.8E0","0.125E4","-0.2E3"," None "
" Stratton Brook ","0.19914E4","0.2E0","0.123E4","-0.2E2"," W "
" Cranberry Stream ","0.19923E4","0.9E0","0.135E4","0.12E3"," C,W "
" Cranberry Pond, Bigelow Range Tr. ","0.19936E4","0.13E1","0.24E4","0.105E4"," W "
" Horns Pond Trail ","0.19953E4","0.17E1","0.32E4","0.8E3"," None "
" Horns Pond Lean-to (pic) ","0.19955E4","0.2E0","0.316E4","-0.4E2"," S,W "
" spring ","0.19958E4","0.3E0","0.34E4","0.24E3"," W "
" South Horn ","0.1996E4","0.2E0","0.3831E4","0.431E3"," None "
" Bigelow Mt. (West Peak) ","0.19981E4","0.21E1","0.4145E4","0.314E3"," None "
" Bigelow Col, Avery Memorial Campsite ","0.19984E4","0.3E0","0.385E4","-0.295E3"," C,W "
" spring ","0.19986E4","0.2E0","0.39E4","0.5E2"," W "
" Bigelow Mt. (Avery Peak) ","0.19988E4","0.2E0","0.409E4","0.19E3"," None "
" Safford Brook Trail ","0.20007E4","0.19E1","0.226E4","-0.183E4"," None "
" Safford Notch ","0.20008E4","0.1E0","0.223E4","-0.3E2"," C,W "
" Little Bigelow Mt. ","0.2004E4","0.32E1","0.301E4","0.78E3"," None "
" Little Bigelow Lean-to (pic) ","0.20057E4","0.17E1","0.176E4","-0.125E4"," S,C,W "
" East Flagstaff Rd. ","0.20071E4","0.14E1","0.12E4","-0.56E3"," None "
" Bog Brook Rd, Flagstaff Lake ","0.20072E4","0.1E0","0.115E4","-0.5E2"," W "
" Long Falls Dam Rd. ","0.20095E4","0.23E1","0.1225E4","0.75E2"," None "
" Roundtop Mt. ","0.20112E4","0.17E1","0.176E4","0.535E3"," None "
" West Carry Pond ","0.20123E4","0.11E1","0.132E4","-0.44E3"," W "
" West Carry Pond Lean-to (pic) ","0.2013E4","0.7E0","0.134E4","0.2E2"," S,W "
" West Carry Pond ","0.20137E4","0.7E0","0.132E4","-0.2E2"," W "
" Sandy Stream, Middle Carry Pond ","0.20156E4","0.19E1","0.1229E4","-0.91E2"," W "
" East Carry Pond ","0.20171E4","0.15E1","0.1237E4","0.8E1"," W "
" logging road ","0.20188E4","0.17E1","0.13E4","0.63E2"," None "
" N. Branch Carrying Place Stream ","0.20195E4","0.7E0","0.12E4","-0.1E3"," W "
" Pierce Pond Lean-to (pic) ","0.2023E4","0.35E1","0.115E4","-0.5E2"," S,W "
" Harrison’s Pierce Pond Camps side trail ","0.20234E4","0.4E0","0.11E4","-0.5E2"," L,R,W "
" Kennebec River ","0.20247E4","0.13E1","0.49E3","-0.61E3"," W "
" Caratunk (US 201) ","0.2027E4","0.23E1","0.52E3","0.3E2"," L*,C*,R*,Cl*,Sh* "
" Holly Brook ","0.20297E4","0.27E1","0.9E3","0.38E3"," W "
" Boise-Cascade Logging Rd. ","0.20323E4","0.26E1","0.14E4","0.5E3"," None "
" Pleasant Pond Lean-to (pic) ","0.20327E4","0.4E0","0.132E4","-0.8E2"," S,W "
" Pleasant Pond Mt. ","0.2034E4","0.13E1","0.247E4","0.115E4"," None "
" Moxie Pond ","0.20389E4","0.49E1","0.97E3","-0.15E4"," W "
" Bald Mt. Brook Lean-to (pic) ","0.20417E4","0.28E1","0.128E4","0.31E3"," S,W "
" Moxie Bald Mt. ","0.20437E4","0.2E1","0.2629E4","0.1349E4"," None "
" Moxie Bald Lean-to (pic) >pic) ","0.20458E4","0.21E1","0.122E4","-0.1409E4"," S,W "
" Bald Mt. Pond ","0.20479E4","0.21E1","0.1213E4","-0.7E1"," W "
" W. Branch Piscataquis River (ford) ","0.20516E4","0.37E1","0.9E3","-0.313E3"," W "
" Horseshoe Canyon Lean-to (pic) ","0.20547E4","0.31E1","0.88E3","-0.2E2"," S,W "
" E. Branch Piscataquis River (ford) ","0.2057E4","0.23E1","0.65E3","-0.23E3"," W "
" Shirley-Blanchard Rd. ","0.20604E4","0.34E1","0.85E3","0.2E3"," None "
" ME 15 ","0.20637E4","0.33E1","0.1215E4","0.365E3"," None "
" Spectacle Pond outlet ","0.20638E4","0.1E0","0.1163E4","-0.52E2"," W "
" Bell Pond ","0.20649E4","0.11E1","0.1278E4","0.115E3"," W "
" Lily Pond ","0.20656E4","0.7E0","0.113E4","-0.148E3"," W "
" Leeman Brook Lean-to (pic) ","0.20667E4","0.11E1","0.107E4","-0.6E2"," S,W "
" North Pond outlet ","0.20675E4","0.8E0","0.1E4","-0.7E2"," W,L,R,Sh "
" Little Wilson Falls ","0.20703E4","0.28E1","0.85E3","-0.15E3"," None "
" Little Wilson Stream (ford) ","0.20705E4","0.2E0","0.75E3","-0.1E3"," W "
" Canadian Pacific RR ","0.20734E4","0.29E1","0.85E3","0.1E3"," None "
" Wilson Valley Lean-to (pic) ","0.20741E4","0.7E0","0.1E4","0.15E3"," S,W "
" Long Pond Stream (ford) ","0.2078E4","0.39E1","0.62E3","-0.38E3"," W "
" Long Pond Stream Lean-to (pic) ","0.20788E4","0.8E0","0.93E3","0.31E3"," S,W "
" Barren Mt. ","0.20819E4","0.31E1","0.266E4","0.173E4"," None "
" Cloud Pond Lean-to (pic) ","0.20828E4","0.9E0","0.242E4","-0.24E3"," S,W "
" Fourth Mt. ","0.20849E4","0.21E1","0.238E4","-0.4E2"," None "
" Third Mt, Monument Cliff ","0.20874E4","0.25E1","0.192E4","-0.46E3"," None "
" West Chairback Pond Trail ","0.2088E4","0.6E0","0.177E4","-0.15E3"," W "
" Columbus Mt. ","0.20893E4","0.13E1","0.2325E4","0.555E3"," None "
" Chairback Gap Lean-to (pic) ","0.20897E4","0.4E0","0.2E4","-0.325E3"," S,W "
" Chairback Mt. ","0.20902E4","0.5E0","0.218E4","0.18E3"," None "
" East Chairback Pond Trail ","0.20924E4","0.22E1","0.163E4","-0.55E3"," W "
" Katahdin Iron Works Logging Rd. ","0.20936E4","0.12E1","0.75E3","-0.88E3"," None "
" W. Branch Pleasant River (ford) ","0.20941E4","0.5E0","0.68E3","-0.7E2"," W "
" The Hermitage ","0.20944E4","0.3E0","0.695E3","0.15E2"," None "
" Gulf Hagas Trail ","0.20954E4","0.1E1","0.95E3","0.255E3"," W "
" Gulf Hagas Cut-off Trail ","0.20961E4","0.7E0","0.105E4","0.1E3"," W "
" Carl A. Newhall Lean-to (pic) ","0.20996E4","0.35E1","0.184E4","0.79E3"," S,W "
" Gulf Hagas Mt. ","0.21005E4","0.9E0","0.2683E4","0.843E3"," None "
" Sidney Tappan Campsite ","0.21014E4","0.9E0","0.2425E4","-0.258E3"," C,W "
" West Peak ","0.21021E4","0.7E0","0.3178E4","0.753E3"," None "
" Hay Mt. ","0.21037E4","0.16E1","0.3244E4","0.66E2"," None "
" White Brook Trail ","0.21043E4","0.6E0","0.3125E4","-0.119E3"," None "
" White Cap Mt. ","0.21054E4","0.11E1","0.365E4","0.525E3"," None "
" Logan Brook Lean-to (pic) ","0.21068E4","0.14E1","0.253E4","-0.112E4"," S,W "
" W. Branch Ponds Rd. ","0.21084E4","0.16E1","0.165E4","-0.88E3"," None "
" East Branch Lean-to (pic) ","0.21104E4","0.2E1","0.124E4","-0.41E3"," S,W "
" E. Branch Pleasant River ","0.21107E4","0.3E0","0.12E4","-0.4E2"," W "
" Mountain View Pond ","0.21123E4","0.16E1","0.1597E4","0.397E3"," W "
" spring ","0.21126E4","0.3E0","0.158E4","-0.17E2"," W "
" Little Boardman Mt. ","0.21139E4","0.13E1","0.198E4","0.4E3"," None "
" Kokadjo-B Pond Rd.","0.21153E4","0.14E1","0.138E4","-0.6E3"," None "
" Crawford Pond ","0.21162E4","0.9E0","0.124E4","-0.14E3"," W "
" Cooper Brook Falls Lean-to (pic) ","0.21185E4","0.23E1","0.91E3","-0.33E3"," S,C,W "
" Jo-Mary Rd. ","0.21222E4","0.37E1","0.625E3","-0.285E3"," W "
" Mud Pond outlet ","0.21251E4","0.29E1","0.508E3","-0.117E3"," W "
" Antlers Campsite ","0.21264E4","0.13E1","0.5E3","-0.8E1"," C,W "
" Sand Beach, Lower Jo-Mary Lake ","0.21281E4","0.17E1","0.58E3","0.8E2"," W "
" Potaywadjo Spring Lean-to (pic) ","0.21299E4","0.18E1","0.62E3","0.4E2"," S,W "
" Pemadumcook Lake ","0.21305E4","0.6E0","0.58E3","-0.4E2"," W "
" Maher Tote Rd. ","0.2132E4","0.15E1","0.58E3","0.0"," L*,R*,G*,Sh* "
" Nahmakanta Stream Campsite ","0.21342E4","0.22E1","0.6E3","0.2E2"," C,W "
" Nahmakanta Lake ","0.21374E4","0.32E1","0.65E3","0.5E2"," W "
" Wadleigh Stream Lean-to (pic) ","0.214E4","0.26E1","0.685E3","0.35E2"," S,W "
" Nesuntabunt Mt. ","0.21419E4","0.19E1","0.152E4","0.835E3"," None "
" Crescent Pond ","0.2144E4","0.21E1","0.98E3","-0.54E3"," W "
" Pollywog Stream ","0.21457E4","0.17E1","0.682E3","-0.298E3"," W "
" Rainbow Stream Lean-to (pic) ","0.21481E4","0.24E1","0.1005E4","0.323E3"," S,W "
" Rainbow Lake (west) ","0.21501E4","0.2E1","0.108E4","0.75E2"," W "
" Rainbow Spring Campsite ","0.21519E4","0.18E1","0.11E4","0.2E2"," C,W "
" Rainbow Lake (east) ","0.21553E4","0.34E1","0.98E3","-0.12E3"," None "
" Rainbow Ledges ","0.21571E4","0.18E1","0.1517E4","0.537E3"," None "
" Hurd Brook Lean-to (pic) ","0.21596E4","0.25E1","0.715E3","-0.802E3"," S,W "
" Abol Bridge ","0.21631E4","0.35E1","0.588E3","-0.127E3"," C,G,W,Sh "
" Abol Stream, Baxter Park Boundary ","0.21638E4","0.7E0","0.62E3","0.32E2"," None "
" Katahdin Stream ","0.21642E4","0.4E0","0.62E3","0.0"," W "
" Pine Point ","0.21672E4","0.3E1","0.64E3","0.2E2"," W "
" Big Niagara Falls ","0.21694E4","0.22E1","0.9E3","0.26E3"," W "
" Daicey Pond Campground ","0.21706E4","0.12E1","0.11E4","0.2E3"," L,W "
" Pack Tote Rd. ","0.21729E4","0.23E1","0.108E4","-0.2E2"," None "
" The Birches ","0.2173E4","0.1E0","0.108E4","0.0"," S,W "
" Katahdin Stream Falls ","0.21742E4","0.12E1","0.155E4","0.47E3"," W "
" Thoreau Spring ","0.21772E4","0.3E1","0.462E4","0.307E4"," W "
" Katahdin (Baxter Peak) ","0.21783E4","0.11E1","0.5268E4","0.648E3"," None "
